,24-Jul,8-Aug,10-Aug,14-Aug,15-Aug,16-Aug,18-Aug,20-Aug,22-Aug,23-Aug,26-Aug,27-Aug,28-Aug,30-Aug,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,14-Sep,16-Sep,21-Sep,27-Sep,2-Oct,10-Oct,12-Oct,17-Oct,Nov
Acres,0,1340,1705,3104,3646,3872,5000,14000,17520,45000,68124,70271,79745,92141,107000,108000,110425,112321,113280,114000,120354,122000,125000,125000,125448,125459,125476,125540,125500,127260,128167,129000,130000
